epoch,accuracy,loss,val_accuracy,val_loss
0,0.38584542,0.31614709848066874,0.4097404,0.2327628791966337
1,0.41082838,0.21412963302141103,0.40923616,0.2084218327035295
2,0.41073498,0.2058698428226701,0.40958294,0.2076030192857093
3,0.41077414,0.20388074814568738,0.40931275,0.20421978799586601
4,0.4108265,0.20177121192710057,0.4095659,0.2010565771067396
5,0.41093847,0.1974956916367754,0.4096021,0.1945695956336691
6,0.41104615,0.18929124801435088,0.40970424,0.18388313689130417
7,0.41107643,0.1798171845240514,0.40971273,0.17510869401566526
8,0.411098,0.17250090316114133,0.40973824,0.17185240762030823
9,0.41110253,0.1682179419777354,0.40971696,0.166169322234519
10,0.4111039,0.165387929401781,0.4097063,0.1654651903725685
11,0.41110727,0.1625539589294587,0.40973186,0.1625222513016234
12,0.41110474,0.16144143305630831,0.40970203,0.1599304146589117
13,0.4111118,0.15878799680981512,0.40972123,0.1588521881940517
14,0.41110674,0.157973728880251,0.40972334,0.15638616712803535
15,0.41110522,0.15678831917315228,0.40972334,0.155456210070468
16,0.4111064,0.15548609672708713,0.40973613,0.16117393051056153
17,0.41110224,0.15384196766583913,0.4097276,0.15220921248831648
18,0.4110985,0.1533008291084434,0.40973186,0.1552602598007689
19,0.4110987,0.15074278544590547,0.40969998,0.1497582660076466
20,0.4110937,0.1505094181138573,0.4097085,0.14843054749864212
21,0.411087,0.14892592680933345,0.40969783,0.14759683323667405
22,0.41108042,0.14865486591561183,0.40971062,0.14802194434277555
23,0.4110811,0.14768391590450955,0.40972766,0.14710769976707214
24,0.41107306,0.14755692380539914,0.409717,0.14829429793865123
25,0.41107938,0.14597150250106838,0.4097234,0.14729491129834602
26,0.41107076,0.14559490105079984,0.409717,0.14896400906938187
27,0.41106257,0.14538743750282496,0.40967026,0.14418017895931892
28,0.41106454,0.14426290791649063,0.4096808,0.14356064003832797
29,0.41105792,0.14432915900756846,0.40964258,0.14453116756804446
30,0.41106176,0.14369067017772802,0.40967232,0.1425243799990796
31,0.41105273,0.14466230497292593,0.40968725,0.14563578937916047
32,0.4110558,0.14251060907158727,0.40968937,0.14604546573567898
33,0.4110558,0.1427879235211839,0.40969357,0.14310044747717837
34,0.4110532,0.14195603533839504,0.40966812,0.14084199578204054
35,0.41105446,0.14128209911198764,0.40966812,0.14111800555219042
36,0.4110526,0.14129380332239977,0.40967873,0.14137274217098317
37,0.41105497,0.14131726990354823,0.40968725,0.14494476102768106
38,0.41104987,0.14186558211948855,0.40967232,0.14064677123059618
39,0.41104582,0.1405595820705378,0.40967873,0.14053958527585295
40,0.41104168,0.14128533393215062,0.40969783,0.15061469217564197
41,0.41103992,0.14067185206897997,0.40965533,0.13943809270858765
42,0.41104868,0.13969246976200853,0.4096298,0.1418640930601891
43,0.41104743,0.14015758675181839,0.40963617,0.13933923903931963
