epoch,accuracy,loss,val_accuracy,val_loss
44,0.4110506,0.139574315636716,0.4096978,0.14560483776508493
45,0.41104513,0.13954174190971022,0.4096298,0.14430717077661068
46,0.41104564,0.13998947396486927,0.40968716,0.13858368675759497
47,0.4110465,0.13911540225042518,0.40962338,0.14354413272218502
48,0.41104332,0.13843145970052578,0.40970632,0.15533551478639562
49,0.4110513,0.13817259391007974,0.4096383,0.13817876609081917
50,0.41104808,0.13787292581641647,0.40968928,0.14085282956032044
51,0.41104046,0.13765127682094033,0.40967652,0.13775764976410157
52,0.41104168,0.13764087753656626,0.40967023,0.1369831568383156
53,0.41104722,0.1377509160949265,0.40966806,0.13767705287070983
54,0.4110467,0.1377637466288064,0.40966806,0.13703773123152713
55,0.41104752,0.13712894581874777,0.40969568,0.13906220869815095
56,0.41104034,0.13741779760688755,0.40963402,0.13590790331363678
57,0.41104555,0.13715667110244714,0.4096383,0.1365624704259507
58,0.41104835,0.13759225730213995,0.40965322,0.13568262692461622
59,0.4110444,0.1356239939553236,0.40968716,0.13710260518053743
60,0.41105178,0.13579487388438366,0.4096596,0.13580060258824775
61,0.411048,0.13611986451115168,0.40969354,0.14020798783353033
62,0.4110431,0.13696822735434727,0.40964258,0.13537937846589596
63,0.41104618,0.13574310453789173,0.40964466,0.13593898555065723
64,0.4110532,0.13565499745925833,0.40968505,0.1401928907379191
65,0.41103244,0.13661424325994848,0.40967232,0.13585288727537115
66,0.41104054,0.13534840000859388,0.409617,0.13588202570347077
67,0.41104075,0.13517569322535333,0.40965322,0.13398973295029173
68,0.41104525,0.13535479958175767,0.40958294,0.1387558918684087
69,0.41104314,0.1350208357082191,0.40967876,0.1341961143498725
70,0.41104916,0.1350447251230267,0.40962976,0.1343735951058408
71,0.41104987,0.13518689738379586,0.40965533,0.13335660036574018
72,0.4110473,0.13471099899874794,0.40950847,0.1410789838496675
73,0.41104147,0.13465168670559605,0.4096468,0.13452849996850846
74,0.41104856,0.13386003736485827,0.40968722,0.13424582177020133
75,0.41104877,0.13394269488100183,0.4096808,0.13449374760719054
76,0.411047,0.13334699693723773,0.40963402,0.1335249181757582
77,0.41105095,0.13335273395475203,0.40968508,0.13698346088541316
78,0.41104096,0.1341081009759407,0.4097,0.13496675294764499
79,0.4110428,0.13586976676827064,0.40964252,0.13353754389793315
80,0.41104946,0.13325241768191046,0.4096319,0.1344006968305466
81,0.41104826,0.13354190930407098,0.40966806,0.13166916592324035
82,0.41105205,0.1320587110575773,0.4096808,0.13655586667517397
83,0.41104856,0.13221327115035225,0.4096383,0.13136695547306793
84,0.41104558,0.13321488391141237,0.4096532,0.1315240774382936
85,0.411051,0.13204296246769862,0.40962976,0.13230913211690618
86,0.41104403,0.13247864430959624,0.40961272,0.13440116700973917
87,0.41104946,0.13228854054395753,0.4096532,0.13076274731057755
88,0.41104582,0.13257187189221664,0.40964255,0.13190199751803217
89,0.41104966,0.13164204735987012,0.409651,0.13093610963922866
90,0.4110437,0.1325727987233065,0.40961912,0.13613999999584037
91,0.41104957,0.13196501526849488,0.4096617,0.13030274529406366
92,0.41104558,0.13077513063348495,0.40967232,0.1319828429754744
93,0.41105616,0.1316927290272769,0.4096659,0.13142820241603445
94,0.41105112,0.13090260249362207,0.40967447,0.12982939912917765
95,0.41103277,0.13300193870884872,0.40968934,0.13508041932227763
96,0.4110471,0.13203595807648155,0.40964893,0.13272373378276825
97,0.41105044,0.13081619492236604,0.4096021,0.13241577021619108
98,0.41105002,0.1305072538677964,0.40968934,0.13185439560007542
99,0.41104633,0.13025677452484766,0.4096383,0.13288547542501003
100,0.41104764,0.13055976661666346,0.40959784,0.13543619817875802
101,0.41104767,0.1314098516536379,0.40962976,0.13027236594798716
102,0.41104415,0.1308429456947825,0.40967444,0.12914290881537377
103,0.41104236,0.1313819572435203,0.40967447,0.12951404205028047
104,0.41104865,0.1300181961721844,0.4097,0.13711502292054764
105,0.4110497,0.13002094915290816,0.4096808,0.1291244477033615
106,0.411054,0.1290526709939853,0.4096638,0.12800022293912602
107,0.41104886,0.12932413571622073,0.40966806,0.1286189337360098
108,0.41105172,0.13066401654946888,0.40969148,0.13166292836057378
109,0.41104624,0.12890301401733506,0.40969786,0.1286910705743952
110,0.41105223,0.129199996502546,0.4096489,0.12876337608124347
111,0.4110491,0.12942288324553916,0.4096553,0.1278984657627471
112,0.41103974,0.12990363505856084,0.40966165,0.12769414119898004
113,0.41105363,0.12853347015155406,0.40965742,0.1287849526456062
114,0.41105622,0.12959700960216794,0.4096808,0.12893449848002575
115,0.41105247,0.12855762565600956,0.40968934,0.12731902491539082
116,0.41104916,0.13001171798923056,0.4096149,0.1306387186050415
117,0.41105542,0.12778722165465073,0.40967655,0.12798129434281208
118,0.41105103,0.12856727838516235,0.40968508,0.12693117812592933
119,0.4110515,0.12824010428032412,0.40967655,0.1272876757256528
120,0.4110575,0.12887127605876741,0.40969574,0.129602830460731
121,0.4110595,0.1280589006823569,0.40968296,0.12713456566029407
122,0.4110528,0.12785501020738138,0.40970424,0.12855082560092845
123,0.41105512,0.1285759544893923,0.4096808,0.13244918876505912
124,0.41105187,0.1290744378916197,0.40968722,0.1299613634956644
125,0.41105977,0.12777041606869258,0.4096787,0.12685724633171203
126,0.4110548,0.1282050775157081,0.4096936,0.13058058251725865
127,0.41105312,0.12838581088164175,0.40965104,0.12811607534581043
128,0.4110513,0.1288710860953827,0.40968508,0.12696714302960863
129,0.41105655,0.12749168784060377,0.40967444,0.12706516556283262
130,0.41105184,0.12778488090415938,0.40967655,0.1270909975183771
131,0.41105396,0.12840672883581608,0.40968508,0.12785980105400085
132,0.41105908,0.1272955811791668,0.40964037,0.1309376485804294
133,0.4110545,0.12758436615867255,0.40969786,0.12759435319520057
134,0.41105562,0.12747396176447542,0.40968934,0.12860170038456611
135,0.41104734,0.12742068925013778,0.409634,0.13155318764930077
136,0.41106078,0.12687096711309806,0.40968296,0.12660992811334895
137,0.4110545,0.1266987926500627,0.40968508,0.1267615759626348
138,0.41105625,0.12741002144542993,0.40967447,0.12665446895234128
139,0.41105077,0.12719961905733068,0.40969998,0.13250748749743116
140,0.4110532,0.12664514424248507,0.40964252,0.13189418867547462
141,0.41105366,0.12632154840667761,0.40968508,0.12528927862010103
142,0.41104957,0.12684279289228698,0.40968508,0.12924813146286823
143,0.41105366,0.12625501627194965,0.40968508,0.12688360632734097
144,0.41105407,0.12656189959240863,0.40969148,0.1256965459027189
145,0.41104823,0.12788855768828244,0.40968934,0.12674366746177065
146,0.4110505,0.1268069052245318,0.40968934,0.12952482985689284
147,0.41106102,0.127048054344547,0.4096787,0.12497997141264855
148,0.41104707,0.12644732047761867,0.4096638,0.12554330806782904
149,0.41106042,0.1257386792001995,0.40969786,0.12590105102417318
150,0.4110517,0.12557313998117514,0.40967232,0.12941556534868606
151,0.41104352,0.1274450135287382,0.40966594,0.1272464223364566
152,0.41105404,0.12573942468098714,0.40966383,0.1249140332987968
153,0.41104946,0.12568724007471233,0.40968508,0.12480833571642003
154,0.41105717,0.1255181371531588,0.40968508,0.127291553990638
155,0.41105312,0.1258500697483126,0.40967444,0.125224492175782
156,0.41105244,0.1266717642334336,0.40966383,0.12502413845442711
157,0.41105008,0.12602281743048493,0.40966594,0.12457714990732517
158,0.41105655,0.12519597070155133,0.40969783,0.13075508050462034
159,0.411057,0.1265393516343818,0.40962973,0.1307099020861565
160,0.41105387,0.12514206869241476,0.4096702,0.1248295987223057
161,0.41105264,0.12599452371856562,0.4096702,0.12442385215074458
162,0.41105756,0.12443520901966884,0.40966383,0.125289704571379
163,0.41104984,0.1261925030121003,0.40968722,0.12359584535055972
164,0.41105792,0.12465429390575869,0.40967658,0.1246318777507924
165,0.41105193,0.1257498145244364,0.40969145,0.12705227257089413
166,0.41105717,0.12417372895611657,0.4096872,0.12546101894150388
167,0.41105825,0.12439401014476803,0.40967447,0.12442234871869391
168,0.4110538,0.12540648261142398,0.40964678,0.12538800356870003
169,0.41105765,0.12412815039039504,0.40968084,0.1246319663651446
170,0.41105357,0.12461450625536853,0.40965104,0.12473144255419995
171,0.41105732,0.12528166777275979,0.40967447,0.12299617681097477
172,0.41106364,0.12392724592494063,0.4096957,0.12404100153040379
173,0.41106042,0.12454273453065971,0.40969998,0.12416078023453976
174,0.41105312,0.1248240080743535,0.4096787,0.12321620101624346
175,0.4110601,0.12380042631645856,0.40966594,0.12303796061810027
176,0.41105953,0.12431343646618773,0.4096936,0.12271968417979301
177,0.41106346,0.12397015401234864,0.40964463,0.1312656764020311
178,0.41105917,0.12336102737461703,0.40967444,0.12307865267738383
179,0.41105202,0.12593659420385428,0.4096659,0.1233283057808876
180,0.41106078,0.12298963541257465,0.40963826,0.12918537125942556
181,0.41106126,0.1240814179534326,0.40965953,0.12707759503354418
182,0.41105765,0.12335292265770283,0.40971482,0.13213559224250468
183,0.41105962,0.12386089448880924,0.40965742,0.1226972612611791
184,0.41106322,0.12339103498427863,0.40965742,0.12282979551781999
185,0.41105977,0.12336208569172144,0.409651,0.12954596636143137
186,0.41106382,0.12390112771210096,0.40971696,0.13142860601557063
187,0.4110605,0.12349052875177234,0.4097021,0.12546886012275169
188,0.41106558,0.12360046546791743,0.40969783,0.12339732938624443
189,0.41106388,0.1228816117342764,0.40966165,0.12216259761059538
190,0.41106474,0.12337747413497727,0.40964675,0.13201958480033468
191,0.41106012,0.12350974758606995,0.40967017,0.12337637312234716
192,0.41106355,0.12271092622485849,0.409651,0.12518556669671485
193,0.41105723,0.1238050978481065,0.4096808,0.1285114082250189
194,0.41106004,0.12301557142965619,0.40965527,0.12941196497450483
195,0.41105297,0.1234467685680581,0.40967655,0.12198420122582862
196,0.41106004,0.1227637046934865,0.40966806,0.12129089648419238
197,0.4110587,0.12297782039459151,0.4096574,0.12604928270299384
198,0.41106185,0.12403433930225688,0.4096638,0.12462150511589457
199,0.41106045,0.12252725636141802,0.40967444,0.12234133006410396
